Ri06_06_002|あはは……来ちゃったんだね、士道
Ri06_05_034|何でもないよ。今日は行きたいところがあるの。　士道、付き合ってくれる？
Ri06_05_035|……
Ri06_05_036|…………
Ri06_05_037|ねえ士道、ひとつ聞いていい？
Ri06_05_038|うん……さっき公園で、デート中、心ここにあらずだったって　言ってたけど……どうして？
Ri06_05_039|私がなんか悪いことしちゃったのかな……って思って
Ri06_05_040|よぎった……って何？
Ri06_05_041|……おな、じ？
Ri06_05_042|そう、だったんだ……
Ri06_05_043|――ねぇ、士道？
Ri06_05_044|掛け違えたボタンに気が付いたときって……、　どうすればいいと思う？
Ri06_05_045|一度そうなっちゃうと……どれだけうまく合わせようとしても、　そこからはずれたままで……どんどん綻びが大きくなっていく
Ri06_05_046|だからね……私、こう思うの
Ri06_05_047|一度全部諦めて……また最初からやり直せば　いいんじゃないかって
Ri06_05_048|あ、ごめんね。今のは忘れて……何でもないの
Ri06_05_049|士道、ちょっと待っててくれる？
Ri06_05_050|ふふ、ひ・み・つ。　女の子にそういうこと聞くんじゃありません
Ri06_05_051|もう、また謝ってるよ？
Ri06_05_052|ごめんね。少し、気をつけた方がいいかも？
To06_05_001|士道に、聞きたいことがあって
To06_05_002|そう、聞きたいこと。　士道は……決めたんだね
To06_05_003|十香ちゃんを……救ってあげたいって
To06_05_004|……そっか。それが、士道の答えなんだね
To06_05_005|…………
To06_05_006|ねぇ、士道……私と約束、しよ？
To06_05_007|……これから先、十香ちゃんを大切にするって。　何があっても、離さないって……約束して
To06_05_008|お願い、約束して欲しいの。　十香ちゃんのことだけ考えるって……そうじゃないと、　きっと士道の心はいつか離れちゃうから
To06_05_009|お願い…………
To06_05_010|うん……士道なら約束してくれるってわかってた
To06_05_011|私、信じてるよ……士道のこと。　約束、忘れないで……破らないでね、絶対に
To06_05_012|……もし破ったら、その時はただじゃおかないよ？
To06_05_013|……そっか。ならいいの
To06_05_014|ふふっ……ごめんね
To06_05_015|でも……
To06_05_016|……大丈夫よね。　士道なら、大丈夫……きっと
Yo06_05_001|ごめんね、四糸乃ちゃんじゃなくて
Yo06_05_002|士道に、聞きたいことがあって
Yo06_05_003|そう、聞きたいこと。　士道は……決めたんだね
Yo06_05_004|四糸乃ちゃんを……支えてあげたいって
Yo06_05_005|……そっか。それが、士道の答えなんだね
Yo06_05_006|…………
Yo06_05_007|ねぇ、士道……私と約束、しよ？
Yo06_05_008|……これから先、四糸乃ちゃんを大切にするって。　何があっても、離さないって……約束して
Yo06_05_009|お願い、約束して欲しいの。　四糸乃ちゃんのことだけ考えるって……そうじゃないと、　きっと士道の心はいつか離れちゃうから
Yo06_05_010|お願い…………
Yo06_05_011|うん……士道なら約束してくれるってわかってた
Yo06_05_012|私、信じてるよ……士道のこと。　約束、忘れないで……破らないでね、絶対に
Yo06_05_013|……もし破ったら、その時はただじゃおかないよ？
Yo06_05_014|……そっか。ならいいの
Yo06_05_015|ふふっ……ごめんね
Yo06_05_016|でも……
Yo06_05_017|……大丈夫よね。　士道なら、大丈夫……きっと
Ri06_06_002|あはは……来ちゃったんだね、士道
Ri06_06_003|ふふ……気付いてたんだね。　全部……士道の考えている通りだよ。　〈ルーラー〉は――私
Ri06_06_004|士道は……いつでも真っ直ぐだね。士道の言葉を聞いてると、　だんだんその方がいいかもって思っちゃう……
Ri06_06_005|でも……ごめんね、士道。　あなたの望む未来は、存在し得ないの――
Ri06_06_006|そんな風に言ってくれて嬉しかった……。　一緒にいたいって言ってくれて、幸せだなって思った……
Ri06_06_007|それでも私は……〈[凶禍楽園*エデン]〉を、この楽園を、　このまま終わらせるわけにはいかないッ！
Ri06_06_008|もう、戻れないってとっくに気付いてた。　いつかこうなってしまうことも……わかってたと思う。　だから、もういいの――さよなら、士道
Ri06_06_009|〈[凶禍楽園*エデン]〉――【[無へと帰す者*パラダイス・ロスト]】！
Ri06_06_010|あ、やっと起きた
Ri06_06_011|おはよう。大丈夫なの、士道？　なんだか酷い顔してるように見えるけど……
Ri06_06_012|それなら良かった……せっかくのお休みなんだし、　体調が悪かったりしたらもったいないもんね
Ri06_06_013|何言ってるの？　今日の約束、忘れてないよね？
Ri06_06_014|そうだよ、約束。すっごく大事な
Ri06_06_015|もちろん、決まってるじゃない
Ri06_06_016|デート、だよ？
Ri06_06_017|ねぇ士道、あれ食べない？
Ri06_06_018|士道、次どこ行こうか？
Ri06_06_019|デートだって言ったでしょ。まだまだ、本番はこれからだよ？
Ri06_06_020|いいからいいから！
Ri06_06_021|こうやって士道と二人で外食って、初めてじゃない？
Ri06_06_022|うぅー、惜しかったなぁ……
Ri06_06_023|ん？　どうしたの、士道？　何か嬉しいことでもあった？
Ri06_06_024|ふふ、そっか。私も凄く楽しいよ
Ri06_06_025|えっと、そろそろ日も暮れちゃいそうだけど……一つだけ、　行きたいところがあるんだ。いい？
Ri06_06_026|うん、そうだね。それには間に合うと思うから、大丈夫
Ri06_06_027|ふふ、風が気持ちいいね
Ri06_06_028|今日のデート、すっごく楽しかった。士道は？
Ri06_06_029|あはは……もしかして、はしゃぎ過ぎちゃった？
Ri06_06_030|ありがとう、士道。でも、思っちゃう……明日も明後日も、　来週も来月も……ずっと、こうしていられたらいいのにな、って
Ri06_06_031|ふふ……じゃあ、士道。指切りしよっか
Ri06_06_032|ゆーびきーりげーんまん、うーそつーいたらはーりせんぼん　のーます！　ゆびきった！
Ri06_06_033|そうかも。でも、士道？
Ri06_06_034|約束、絶対破ったら……駄目だよ？
Ri06_06_035|うん、ずっとずっと、一緒だからね
Ri06_06_036|え……？　どうして……？
Ri06_06_037|やっぱり私じゃ……本当の家族には、なれないんだね
Ri06_06_038|…………士道
Ri06_06_039|……私から〈[凶禍楽園*エデン]〉の制御が完全に離れた。　もうすぐ、暴走が始まる。そうなってしまえば、　この世界はどうなるか……
Ri06_06_040|……方法なら、あるよ
Ri06_06_041|――私を、封印して
Ri06_06_042|そうすれば、結界は消えてみんな元の世界に帰れる。　士道しか……士道にしか、できないことだよ
Ri06_06_043|……あは、は……やっぱり士道だ。　この期に及んでそこを心配しちゃうんだもんなぁ……
Ri06_06_044|大丈夫……きっと、上手くいくから
Ri06_06_045|うん……それがきっと、　みんなで一緒にいられる……唯一の、答え
Ri06_06_046|士道、悩んでる時間はもう……ないよ
Ri06_06_047|うん。――最後に、凄く幸せな夢を見れたから
Ri06_06_048|……そうだよ。〈[凶禍楽園*エデン]〉は役目を終えたの
Ri06_06_049|あはは……
Ri06_06_050|本当はね、私は……私だけは一緒に帰れないんだ
Ri06_06_051|嘘ついて……ごめんね。　そう……言わないと、士道はキスしてくれないと思って……
Ri06_06_052|ほら……私、士道のことはわかるんだ。幼馴染、だから……
Ri06_06_053|今までなんて、本当はなかったんだよ？　だからね、これからも――ないの
Ri06_06_054|士道が……たくさん教えてくれた。人には……苦しい記憶も　必要なんだって。それを乗り越えて……楽しい記憶を　もっと楽しいと思うようになるんだって
Ri06_06_055|大丈夫……言わなくていいよ。あはは……ごめんね。　――ん、あれ？　なんでかな……少し、士道の顔が見えにくいな
Ri06_06_056|そういう士道だって、涙でいっぱい……ふふ。　でも、そっか……これが、泣くってこと……なんだ。　今まで考えたこと、なかった
Ri06_06_057|――ねぇ、士道……ちょっとだけ、聞いてくれる？
Ri06_06_058|こうしているとね……士道と過ごした日々が、　とても愛おしく感じるの
Ri06_06_058_02|……だから、思うの。私の楽園は間違っていたかも　しれないけど……士道といられる日々は……偽りなく、　本当に――幸せだった……って
Ri06_06_059|ふふ……士道にこんなに想ってもらってるって……嬉しいなぁ。　でも、聞かれたらみんなに怒られちゃうかも……
Ri06_06_060|……じゃあ、みんなが聞いてない今のうちに……言っちゃいます
Ri06_06_061|私……ずっと、ずっとね？
Ri06_06_062|……好きだったよ、士道のこと――
Ori06_07_001|お願い、約束して欲しいの。　鳶一さんのことだけ考えるって……そうじゃないと、　きっと士道の心はいつか離れちゃうから
Ri06_07_001|…………
Ri06_07_002|みんな……全てを忘れ……ううん、なかったことになった……。　世界から私という異物が消え……すべて元通りになる……
Ri06_07_003|これで……これで良かったんだよね、士道？
Ri06_07_004|……？
Ri06_07_005|……あなた、は…………
Ri06_07_006|………………
Ri06_07_007|みなさん、はじめまして。園神凜祢です。　これから、よろしくお願いします
Ri06_07_008|はい。わかりました
Ri06_07_009|ふふ……ただいま、士道
RK06_00_001|え……！？
RK06_00_002|あ、……う、ううん。なんでもないの。　おはよう、士道、琴里ちゃん
RK06_00_003|ふふっ、おはよう十香ちゃん
RK06_00_004|気をつけないとダメだよ？　夏に体調崩すと長引いちゃって　大変なんだから
K06_00_002|ふふっ、おはよう十香ちゃん、琴里ちゃん
K06_00_003|士道もおはよう。……待ってたんだよ？　――ずっと
K06_00_004|士道もおはよう。あんまり遅いと……待ちくたびれちゃうよ？
K06_00_005|気をつけないとダメだよ？　夏に体調崩すと長引いちゃって　大変なんだから
K06_00_006|あ……！
K06_00_007|ねぇ、士道？　私、気づいちゃいけないことに気づいちゃった、　かも……
K06_00_008|そうそう。ちょっとまずいかなーって、思っちゃったり　するんだけど
K06_00_009|あのね……ちょっと、お喋りし過ぎちゃってるかも。　このまま遅刻しちゃいそう
K06_00_010|はーい
901_02_01_011_06|うん……私。凜祢――園神、凜祢だよ、士道
901_02_01_012_06|私も、士道と同じこと考えてる。　どうして、ここにいられるんだろうって
901_02_01_013_06|でもね、今はそんなことどうでもいいって考えちゃってる私が　いるんだ……駄目だよね？
901_02_01_014_06|嬉しいなぁ……士道は全然変わってないみたい。　私の知ってる士道のままだね
901_02_01_015_06|あはは……私たち、似た者同士なのかも
901_02_01_016_06|……うん。幼馴染、だもんね
901_02_01_019_06|十香ちゃん、琴里ちゃん……！　久しぶりだね、元気にしてた？
901_02_01_022_06|私は……そうだなぁ。　早くみんなと会いたくて、仕方なかったかも
901_02_01_025_06|琴里ちゃん、あんまり走ったら危ないよー！
901_02_01_030_06|……あ。ごめんね、士道。　私、家に一人で住んでることになってるんだ。　それで、しばらく両親に顔を見せにいってたってことみたい
901_02_01_032_06|そうだよ、十香ちゃん。久しぶりだから、何にしようかなーって
901_02_01_040_06|みんな、ありがとう。これからもよろしくね
901_02_01_041_06|……うん。そういうことみたい。　私も耶倶矢ちゃんと夕弦ちゃん、美九さんと過ごした記憶がある　から
901_02_01_047_06|ううん、せっかくだしその方が楽しいんじゃないかな？　みんなで持ち寄ったりして、闇鍋……みたいな？　もちろんちゃんと私たちで食べられるものを用意して、ね
901_02_01_058_06|……もしかしたら、気を使わせちゃったかなぁ……
901_02_01_059_06|……ううん。なんでもないよ。私たちも歩こう
901_02_01_061_06|――わからない
901_02_01_062_06|士道は私にこう聞きたいんだよね。　本来ありえない、私が存在している世界――この世界は　〈[凶禍楽園*エデン]〉なのか……って
901_02_01_063a_06|不思議な感じなの。私にはわかる。　ここが〈[凶禍楽園*エデン]〉の中だって
901_02_01_063b_06|そして、私は確かに自分が『園神凜祢』だと認識している。　だけどね、私は[この世界の管理者*ルーラー]ではない……　それは間違いないと思う
901_02_01_064_06|士道には、信じられないかもしれない。　でも、今の私は何の力もないの。あなたの理想の世界を用意する　ことも、ここから戻してあげることもできない
901_02_01_065_06|言ってしまうなら、私は抜け殻みたいなものかな。　全てを失って、投げ出された残り物――それが、今の私
901_02_01_066_06|ごめんね、士道。私はあなたに何もしてあげられない。　きっとこうなっているのも……私のせいなのに
901_02_01_067_06|士道……
901_02_01_068_06|…………ッ！？
901_02_01_069_06|……ありがとう、士道。　本当に……嬉しい
901_02_01_071_06|はじめまして、園神凜祢です。　あなたは……或守鞠亜さんだよね
901_02_01_073_06|あ、うん。じゃあ鞠亜ちゃんでいいかな？
901_02_01_075_06|ありがとう。えっとね、私の中の記憶にある鞠亜ちゃんは、　先週ホームステイにきた……外国に住んでるハーフの女の子。　でも、それは本物じゃない。そうだよね？
901_02_01_077_06|ご、ごめんなさい！　そういう意味で言ったんじゃないの！　あなたを傷つけるようなことを言って、本当にごめんなさい……
901_02_01_079_06|そんなことないよ。私も教えて貰ったの。　もっと優しい人に
901_02_01_081_06|そう、鞠亜ちゃんが考えてる通りの人。ふふ……
901_02_01_084_06|そうだね。士道には関係あるような、ないようなことだね
901_02_01_089_06|……そうね。私も鞠亜ちゃんに同感かな。予感がするんだ。　きっと、士道は答えに辿り着く――そんな、予感
901_02_01_091_06|ふふっ、鞠亜ちゃんもなんだ。　あ……凜祢でいいよ、鞠亜ちゃん。堅苦しい感じするでしょ？
901_02_01_093_06|うん！　改めてよろしくね、鞠亜ちゃん
901_02_02_001_06|そうみたいだね。でも、ちょっと走ったから汗かいちゃった
901_02_02_003_06|確かにそうかも。　士道は真面目に見えて、意外と大ざっぱなところあるもんね
901_02_02_005_06|そうそう。士道の良いところも悪いところも、全部私たちは　知ってるってこと
901_02_02_026_06|本当、士道はみんなの人気者だね
901_02_02_030_06|こーら、十香ちゃん、鳶一さん。　駄目だよ、もうすぐ授業なんだから着席しないと
901_02_02_033_06|二人とも、わかってくれればそれでいいの。　ほら、士道もそろそろ着席
901_02_02_034_06|え？　……あ、ええと、その、私なんて大したことしてないから
901_03_05_001_06|お仕事お疲れ様、士道
901_03_05_002_06|ううん、全然大丈夫。私が勝手に待ってただけだから。　どうせなら一緒に行きたいなって。　それに、ずっとお話ししてたから全然退屈しなかったよ
901_03_05_006_06|私がいなかったときのこと、いろいろ聞いたの
901_03_05_009_06|確かにそれっぽいかも。なんだか目線は合ってるけど、　遠くを見てるというか……
901_03_05_011_06|それなら、士道は早く帰る準備をしないとね？
901_03_05_015_06|ふふ……二人とも、なんだか兄妹みたいだね
901_03_05_017_06|え？
901_03_05_020_06|そっか……鞠亜ちゃんは、士道の彼女になりたいんだ
901_03_05_022_06|ふふっ……それなら私、鞠亜ちゃんを応援するよ
901_03_05_024_06|――って、昔の私なら、きっとそう言っていたと思う
901_03_05_026_06|――でも、ごめんなさい。今の私には……そんなこと言えない。　私も士道の一番近くにいたい。一番大切な人でありたい。　それがたとえ、無限に続く夢の中だとしても
901_03_05_027_06|だから、鞠亜ちゃんには……ううん、十香ちゃんにだって、　鳶一さんにだって……誰にだって譲らない。譲りたくない。　そんな風に、思うんだ
901_03_05_028a_06|あはは……なんでだろう
901_03_05_028b_06|昔は、士道さえ幸せならそれでいいって……本当に、　そう、思ってたのに。　おかしいな。なんだか……私が、私じゃないみたい
901_03_05_030_06|え……？
901_03_05_032_06|鞠亜ちゃん……
901_03_05_033_06|うん……そうだね。きっと……そう。　私は、士道の隣にいたい
901_03_05_034_06|あはは……こんなに簡単なこと、なんで私、　今まで言えなかったんだろう。　なんでこんなに……時間がかかっちゃったんだろう
901_03_05_036_06|うん……私も、負けない
901_03_05_038_06|うん。あははっ
901_03_05_039_06|…………………………
901_03_05_042_06|そうだね、そうしよっか
901_03_05_043_06|そういえば士道のところ、もう醤油使い切る頃なんじゃない？
901_03_05_045_06|鞠亜ちゃん、クックーマンを持ってきてもらっていい？　ちょっと高いけど、士道のところは大体それ買ってるから
901_03_05_049_06|そうだよ、鞠亜ちゃん。士道の家でご飯を作ってれば、　いつの間にか覚えるよ
901_03_05_051_06|もう、そんなことないってば。　お醤油もこれで大丈夫。あと足りないのは……
901_03_05_054_06|ちょっと待って、桃が特売なんだけどどうかな？　時期はちょっとずれてるけど、見た感じ凄く良さそう
901_03_05_056_06|鞠亜ちゃんが言ってることもわかるけど、　トマトより甘い桃の方が十香ちゃんたちも喜ぶと思うな
901_03_05_058_06|でも、フルーツトマトって結構値段するでしょ？　わざわざ高価なものを買う必要もないんじゃない？
901_03_05_062_06|でも士道は同じくらい節約家だから。　ほら士道、これ普段の半額くらいだし、お買い得だよ？
901_03_05_063_06|…………ん？
901_03_05_064_06|そうだよね。だって士道は私と同じで買い物上手だもん
901_03_05_066_06|ふふっ……
901_03_05_070_06|よく食べる子が多いし、多分大丈夫じゃないかな？　不安だったら、殿町くんとか呼ぶ？
901_03_05_071_06|あはは……それ、殿町くんが聞いたら泣いちゃうよ？
901_03_05_073_06|それなら、私も手伝うよ。一緒に考えよう？
901_03_05_075_06|ないんじゃないかな？
901_03_05_077_06|だって、私と鞠亜ちゃんがいれば、　士道が無理にご飯作らなくてもいいと思うんだけど
901_03_05_080_06|実はさっき士道が会計してるときにね、鞠亜ちゃんと話したの。　それでね、士道を助けようって決めたんだ
901_03_05_082_06|今の私たちじゃ、士道をこの世界から出してあげられない。　でもね……だからこそ、やれることは全部やりたいなって　思うんだ
901_03_05_084_06|そうそう。士道が一人で悩んでいるのを見るのは、　私たちも辛いから
901_03_05_086_06|少し、恥ずかしかったからかな？
901_04_01_017_06|ふふっ、そうだね。　あ、お皿はもう大丈夫かな。これ以上置いちゃうと狭いだろうし。　足りなくなったら、汚れたのと交換で持ってくるから
901_04_01_023_06|ええと……私？
901_04_01_024_06|え、えっと……それじゃあ
901_04_01_025_06|みんな、私のために集まってくれてありがとう。　今度は本当に、お友達になりたいな
901_04_01_027_06|……あ、そうだね。ありがとう、十香ちゃん。　改めて、みんなよろしくね
901_04_01_037_06|みんな……ありがとう。凄く嬉しい……
901_04_01_063_06|士道、ちゃんと食べてる？
901_04_01_064_06|私はいいの。こうしてる方が好きだから。　……それより、みんなが楽しそうで良かった
901_04_01_065_06|もしかしたら、みんな私に遠慮してくれてるのかも
901_04_01_066_06|十香ちゃんも鳶一さんも、いつもなら真っ先に士道のところに　来るでしょ？　でも、今日はそんな感じじゃないから
901_04_01_067_06|え？　どういうこと？
901_04_01_068_06|……っ！　うん、そうする。　お願いしていい、士道？
901_04_01_070_06|ありがとう、二人とも。ちょっと行ってくるね
901_04_01_074_06|そっか、十香ちゃんも料理上手くなりたいんだ？
901_04_01_076_06|そうだね。十香ちゃんが本気なら、私も協力するからね
901_04_01_078_06|構わないけど……どうして？
901_04_01_082_06|ちょっと、十香ちゃんも鳶一さんも落ち着いてってば……
901_04_02_038_06|士道、おかえりなさい。　遅かったけど、結構遠くまで散歩してたの？
901_04_02_039_06|……どうしたの？　もしかして、何かあった？
901_04_02_040_06|もしかして、この世界の――
901_04_02_041_06|そう？　あんまり一人で考えすぎると駄目だよ？　私で良かったら、いつでも相談に乗るから
901_04_02_042_06|結構遅くまで話してたんだけど、ついさっきマンションに　帰ったよ。　琴里ちゃんたちもお風呂入って寝ちゃった
901_04_02_043_06|ううん、お安い御用、だよ。　それじゃ、私も帰るね
901_04_02_044_06|うん。おやすみ、士道。　……また、明日ね
902_01_02_004_06|ご、ごめんね士道……。　みんなのリクエストに答えてたら、どんどん増えちゃって。　昨日の食材の余りを使ったんだけど……
902_01_02_006_06|いいんだよ、鞠亜ちゃんは謝らなくて。　鞠亜ちゃんは手伝ってくれただけで、私が悪いの……
902_01_02_019_06|ふふ……そうだね。みんなありがとう。　本当に助かるよ
902_01_02_022_06|あはは……十香ちゃんは本当素早いよねぇ……
902_01_02_039_06|あ、これ鞠亜ちゃんが作ったやつだよね。　士道の味付けに似てるけど、なんだか優しい味。　私は好きだな
902_01_02_041_06|鞠亜ちゃんは頑張り屋さんなんだね。　私はあんまり、気にしたことないかな？　みんなが　美味しいって笑顔になってくれれば、それだけでいいから
902_01_02_043_06|私が……ずるい？　えっと……どうして？
902_01_02_045_06|ええと……うん、わかった
902_01_02_047_06|別に残しても良かったんだよ？
902_01_02_048_06|うん、それは私もさすがに予想外だったかな
902_01_02_055_06|え？　送っておくって……鳶一さん。　なんで鞠亜ちゃんの連絡先を……
902_01_02_057_06|そ、そう……あんまり気にしないようにしておくね。あはは……
902_01_02_059_06|私たちが失敗しちゃったのを助けてくれてありがとう。　でも、喜んで貰えて良かった
902_01_02_062_06|そうだよ、鳶一さん。士道は自分の作ったものを笑顔でたくさん　食べてくれた方が嬉しいって思うから。私と同じで、ね
902_01_02_072_06|それを言われても困っちゃうなぁ……ね、鞠亜ちゃん
902_01_02_076_06|あ、そろそろチャイム鳴っちゃう。　席に戻らないと
902_03_01_007_06|あれ、士道？
902_03_01_008_06|ただいま、士道。これから出かけるの？
902_03_01_009_06|今日も？　昨日も行ってたよね？　もしかして、私に隠れて何か……
902_03_01_011_06|そっか、そうなんだ。　それなら大丈夫だけど……外寒いから、早く帰って来てね？　昨日は遅かったし……
902_03_01_012_06|うん、いってらっしゃい。　少し片付けしたら、今日は帰るから。　あんまり鞠亜ちゃんに心配かけないようにね
902_03_01_013_06|それじゃあ、おやすみなさい
903_01_01_002_06|おはよう士道。随分眠そうだね
903_01_01_004_06|たいしたことないよ。　私は自分のやりたいことをしてるだけだから
903_01_01_008_06|あはは、鞠亜ちゃん……それ、結構士道にダメージあるよ
903_01_01_010_06|もう、鞠亜ちゃんってば……。　ところで士道、そのまま立ってたら、ご飯冷めちゃうよ？
903_01_01_012_06|前に十香ちゃんが料理を教えて欲しいって言ってたじゃない？　だから、ここ最近空き時間にマンションによく行ってたんだ
903_01_01_013_06|あはは、そんな凄いものじゃないよ。　鳶一さんや時崎さんも一緒にやりたいって話で……　そうすると、みんなで集まった方がいいかなって
903_01_01_014_06|あ、でも夕方までの予定だから安心して。　士道のご飯は私が作るから
903_01_01_016_06|ううん、昨日は鞠亜ちゃんに任せきりだったし。　お昼はお願いするから、夜は私。いい？
903_01_01_018_06|ありがとう、鞠亜ちゃん
903_01_01_025_06|さ、さすがにそれは無理じゃないかなぁ……
903_01_01_028_06|あはは……
903_02_01_001_06|おかえりなさい、士道。　ご飯、ちゃんとできてるよ
903_02_01_002_06|今は出前とってあれこれしてる。　研究も大事って琴里ちゃんが言いだして……
903_02_01_003_06|ううん、まだだよ。士道を待ってからにしようと思って。　それにほら、琴里ちゃんから鍵……借りたから。迷惑、だった？
903_02_01_004_06|ところで士道……その、後ろから見てる子は？
903_02_01_007_06|ぱ、パパ？　パパって士道……どういう――
903_02_01_009_06|え？　え？　……ママって、私のこと？
903_02_01_011_06|ええと……ありがとう、でいいのかな？
903_02_01_013_06|……士道、説明してくれる？
903_02_01_014_06|士道がパパで……私がママ、かぁ……
903_02_01_016_06|えっ！？　ごめんなさい……鞠亜、ちゃん？
903_02_01_018_06|鞠奈……ちゃん？
903_02_01_021_06|くすっ……ふふふ
903_02_01_023_06|ううん、士道と仲が良いんだなぁって思って
903_02_01_026_06|やっぱりそう？　私もね、凜緒ちゃんと同じこと考えてた
903_02_01_030_06|凜緒ちゃん、とりあえずそこのソファーに座ってね。　士道、私お茶入れてくるから
903_02_01_034_06|士道、早速ご飯にする？
903_02_01_035_06|あ……そっか。どうしよう
903_02_01_037_06|それじゃあ、早速作っちゃうね。　ちょっとだけ待ってて
903_02_01_038_06|え、でも朝……夕食は私が作るって約束したから……
903_02_01_040_06|わかった。それじゃあお話ししようか、凜緒ちゃん
903_02_01_048_06|そっか、よかったね。　士道……じゃなくてパパとは何を食べたの？
903_02_01_050_06|わぁ、凄いね。美味しかった？
903_02_01_057_06|私から見たら、鞠奈さんと凜緒ちゃんは、　本物の姉妹みたいって、そう思うな
903_02_01_059_06|え……？　私はそんなつもりじゃ……
903_02_01_061_06|そんなつもりじゃ……ないよ
903_02_01_063_06|……ッ！？　違――
903_02_01_065_06|…………………………
903_02_01_068_06|私は、そんな風に思ってなんか……！
903_02_01_070_06|違う……違うよ……そんなこと、ない……
903_02_01_072_06|……わかってる。そんなの、わかってるよ……。　でも、どうしたらいいの？　私はどうしたらよかったの！？
903_02_01_074_06|そうしたら、士道は……士道にまたッ！
903_02_01_081_06|あ、あの……鞠奈さん、どこに……
903_02_01_086_06|うん、大丈夫。それより、鞠奈さんは鞠亜ちゃんなの……？
903_02_01_088_06|そう、なんだ……士道は知ってたの？
903_02_01_089_06|ううん、いいの。状況はわかったから。　鞠奈さん、心配だね……
903_02_01_099_06|私も……ごめんなさい、鞠奈さん
903_02_01_101_06|私ね、甘えてた。考えないようにしてた。　終わりなんて来ないんだって、そう思うことにしてた。　でも、鞠奈さんに言われてわかったんだ
903_02_01_102_06|私も、ちゃんと自分の答えを出さなきゃいけないってことが。　士道や流れに全部任せておけばいいなんて、そんなのは……　ただ逃げているだけなんだって
903_02_01_103_06|あ……このおにぎり、おいしい。　士道とも、私とも、鞠亜ちゃんとも……違う味
903_02_01_104_06|……ご飯も食べたし、そろそろ帰るね。　凜緒ちゃんも鞠亜ちゃんも、おやすみ。またね
903_02_01_107_06|凜緒ちゃん……？
903_02_01_109_06|ええと……どうしよう。困ったな……
903_02_01_114_06|それなら、今日は一緒にいようか、凜緒ちゃん
903_02_01_118_06|あ、あはは……どうしよう、士道
903_02_01_120_06|え？　ちょ、ちょっと鞠亜ちゃん！？　士道と一緒に寝るってそんな……何言ってるの！？
903_02_01_122_06|士道、私のいないときにそんなこと……
903_02_01_123_06|ふうん……そっかぁ
903_02_01_125_06|仕方ないなあ……特別だよ？
903_02_01_129_06|それじゃ、私の家に行こっか。　士道の部屋だと、片付けとか大変そうだし
903_02_01_130_06|ふふ……そんなこと言ってないってば。　でもそんな反応するなんて、本当は何か心当たりがあるのかな？
903_02_01_131_06|ふふ、冗談だよ
903_02_01_133_06|そうだね。一緒にお風呂入ろっか。　それじゃあ……士道は一時間後くらいに来てくれる？
903_02_01_137_06|あはは……な、なんか、変な感じ……だね
903_02_01_143_06|うん……凜緒ちゃんはとっても嬉しそうだね
903_02_01_145_06|そっか。そうだね……嬉しいときは笑顔になるんだよね
903_02_01_147_06|凜緒ちゃん、それは……
903_02_01_149_06|ねぇ、凜緒ちゃん。それは、誰にとっての幸せなのかな……？
903_02_01_151_06|いいの、士道。きっとね、凜緒ちゃんは昔の私と同じなんじゃ　ないかな
903_02_01_153_06|いいよ、なんでもきいて
903_02_01_155_06|…………どうなんだろうね
903_02_01_158_06|うん。ママも、幸せだよ……
903_02_01_160_06|……おやすみなさい、凜緒ちゃん
904_01_01_001_06|……ん……ぅ……。　……すぅ…………
904_01_01_002_06|……ん……。　……しど……ぉ……おい、しい……？
904_01_01_003_06|んー……うん……。……すぅ……
904_01_01_015_06|特に予定はないけど……どうしたの？　朝起きたら士道も凜緒ちゃんもいないから、　少しびっくりしちゃった
904_01_01_016_06|あ、そうだよね。私こそ、気が回らなくてごめんなさい。　それじゃあ、凜緒ちゃんは？
904_01_01_017_06|そっか……少し、心配だね
904_01_01_018_06|そっか。そうだよね。　それで、士道はどうしたの？　凜緒ちゃんのことじゃないなら、　私に何か用事かな？
904_01_01_019_06|うん、お買い物でしょ。付き合うよ。　午前中から出かけるってことは駅前とかまで――
904_01_01_020_06|……………………はい？　ごめんね、士道。ちょっと良く聞こえなかった。　もう一度、言ってくれる？
904_01_01_021_06|デートって……私と？　本気、なの？　私にそんな気を使わなくたって……
904_01_01_022_06|……あはは、ずるいなあ、士道は。　そんな言い方されたら……断れないよ
904_01_01_023_06|ううん。よく知ってる。　……士道のそういうところ、好きだよ
904_01_01_024_06|はーい。それじゃ、少しだけ待っててね、だーりん
904_01_01_025_06|美九さんの真似。それじゃあ、あとでね
904_02_01_010_06|うん、待たせてごめんね
904_02_01_011_06|少しだけって言ったでしょ。私、ちゃんと約束は守るよ？
904_02_01_013_06|あはは、なんだかそれじゃ、デートじゃなくて　いつも通りじゃない？
904_02_01_014_06|そっか。私と士道なら……そうかもね
904_02_01_015_06|……えっと、なに？
904_02_01_017_06|ううん、私にとって……きっと十香ちゃんや鞠亜ちゃんにだって、　士道は王子様だと思うよ
904_02_01_018_06|私はお姫様にはなりたくないなぁ。　普通の女の子でいたい、かな
904_02_01_019_06|ふふ……そうだね。士道が王子様なら、それもいいかも
904_02_01_020_06|ふふふ。よろしくお願いします
904_02_01_021_06|うん、期待してるよ？
904_02_01_022_06|そうかな？　私、普段あんまり自分の買い物しないから……　こういうの、少し楽しくなっちゃって
904_02_01_023_06|もう、それは、士道が私を女の子扱いしてくれてなかった　だけでしょ？
