Ri02_06_001|士道、私は？
502_01_02_058_02|そう……とても恥ずかしいこと。　……特にあなたとは……
502_01_02_059_02|ううん、どうでもいいこと。　なんでもない
502_01_02_060_02|そ……そうなの？
502_01_02_061_02|う……うん
502_01_02_062_02|寂しい……？　なぜ……？
502_01_02_063_02|私……人と話すの、苦手で……とても無理
502_01_02_064_02|ん……でも
502_01_02_065_02|でも今もすごく恥ずかしい……心臓が爆発しそう。　これが毎日続くなんて、とても耐えられない
502_01_02_066_02|え……？
502_01_02_067_02|たまに……。　少しだけなら……
502_01_02_068_02|うん……また……
502_02_02_001_02|おはよう
502_02_02_002_02|そう。士道は午後の授業中、ずっと寝ていた
502_02_02_003_02|残念ながら、それはなかった。　ただし、すごくだらしない顔で寝ていたけど
502_02_02_004_02|はっきりいって、だらしのない豚みたいな顔だった
502_02_02_008_02|呼ばれている。　行ってくる
502_02_02_009_02|……士道
502_02_02_010_02|どうしたもこうしたもない。　士道はどこへ行く気？
502_02_02_011_02|なにを言っているの？　まだ、私の話は終わっていない
502_02_02_012_02|あなたに拒否権はない。　振り向かずにそのまま教室まで歩いて
502_02_02_013_02|知らない方がいい。　知ると士道でも放置しておくことはできない
502_02_02_014_02|そんなに固くなることはない。　死ぬほど痛いけど、殺傷能力はない
502_02_02_015_02|ふふふ……
502_02_02_016_02|話をするだけと先ほど言った。　ただし、士道が抵抗するならその限りではない
502_02_02_017_02|痛く……する
502_02_02_018_02|あとは士道が中学生時代に綴った恥ずかしいポエムを　全校放送する。これはついで
502_02_02_019_02|それが嫌だというなら、素直に従ったほうがいい。　そして、敬意を表して折紙様と呼ぶべき
502_02_02_020_02|そう、士道は従順な下僕。　じゃあ、どうすればいいかわかる？
502_02_02_021_02|わかってると思うけど、変な動きをしたら……
502_02_02_022_02|自分の立場を考えなさい
502_02_02_023_02|話を進める。士道は午後の授業中、ずっと寝ていた
502_02_02_024_02|すごくだらしない顔をしていた。　あれは、他の女のことを間違いなく考えていた
502_02_02_025_02|夢の中で私以外の女とイチャイチャしていた
502_02_02_026_02|万死に値する
502_02_02_027_02|なら、どんな夢を見ていたの？　話して。今すぐ
502_02_02_028_02|そうやって、誤魔化そうとしても無駄。　脳波によると、士道が女のことを考えていたのは間違いない
502_02_02_029_02|静かにして。もうあなたは言い逃れできない。　跪いて、豚のように啼いて許しを乞えば……　許してあげないこともない
502_02_02_030_02|敬意が足りないといった
502_02_02_031_02|なに？　言い訳ならしても無駄
502_02_02_032_02|『鉛の天使が空に吠える……大人は誰も分かっちゃくれない……。　やがてその時は来るだろう……だが、俺は愛を信じる』
502_02_02_033_02|素直に話す気になった？
502_02_02_034_02|なるほど……よい心がけ。　ならばそれを態度で示すべき。わかる？
502_02_02_035_02|主人の前で頭が高い。下僕の分際で
502_02_02_036_02|主人の命令は絶対。下僕には迅速な行動が肝心。　『太陽よ、俺を焼き尽くすがいい』の下りからを　朗々と諳んじてほしいならば別
502_02_02_037_02|実に落ち着く。　やはり士道には地べたを這いつくばる姿が一番似合う
502_02_02_038_02|土の味はどう？
502_02_02_039_02|なに……？
502_02_02_040_02|……そう。もう一度だけチャンスをあげてもいい。　答えて、士道。何の夢を見ていたの？
502_02_02_041_02|正直に答えたことは評価する
502_02_02_042_02|判決、死刑
502_02_02_043_02|では聞く。夜刀神十香と、どんなデートをしたの？
502_02_02_044_02|質問には明瞭に答えるべき
502_02_02_045_02|判決、死刑
502_02_02_046_02|授業中、私というものが隣にいるというのに、　夢の中で夜刀神十香と楽しく食事をするなんて言語道断。　下僕らしくできない士道は社会的死罪が妥当
502_02_02_047_02|どうしてもと言うなら……
502_02_02_048_02|今からいう言葉を復唱してもらう
502_02_02_049_02|『許して下さい折紙様』
502_02_02_050_02|『私の身体は一生涯、折紙様だけのものです』
502_02_02_051_02|『折紙様の頭皮のにおいが嗅ぎたいです』
502_02_02_052_02|『折紙様の頭皮のにおいが嗅ぎたいです』
502_02_02_053_02|心がこもっていない。感情を込めなさい下僕
502_02_02_054_02|よろしい。その心意気に免じて減刑する
502_02_02_055_02|死刑改め――　今後、カニ以外咀嚼禁止
502_02_02_056_02|妹に手を出すなんて、不潔の極み
502_02_02_057_02|このロリコン。　見下げ果てたロリコン野郎
502_02_02_058_02|ロリＤＯＨと改名すべき
502_02_02_059_02|市役所は校門を出て左
502_02_02_060_02|言い訳無用。極刑待ったなし
502_02_02_061_02|これは『五河士道極秘ファイル』を公開せざるを得ない事案
502_02_02_062_02|もちろん、文化祭のステージで演奏して聴衆の羨望を一斉に集め　る、という夢想をした士道が、こっそりＶ系バンド風の痛々しい　自作曲をつくってアカペラで歌い、自分で録音した音声ファイル
502_02_02_063_02|ある情報筋がゴミ捨て場から回収し、復元を試みた。　今回私は、エージェントを通してこのファイルを入手した
502_02_02_064_02|あなたは質問する立場ではない、士道。　これを公開されたくなければ、どうしたらいいのか。　言ってみなさい、ロリＤＯＨ
502_02_02_065_02|残念ながらよく聞こえなかった。　『踏んでください折紙様』と言ったようだけど　それで間違いない？
502_02_02_066_02|私の耳より自分の言葉が正しいというの、士道？　下僕の分際で？
502_02_02_067_02|士道は自分の立場を考えるべき。　口答えするのは、そのあとで一考するといい
502_02_02_068_02|さあ、なんと言ったの？　しっかり聞こえるように復唱して
502_02_02_069_02|士道がどうしてもと言うなら……仕方ない。　……どう？　ゴミのように足蹴にされている気分は
502_02_02_070_02|そう。いい子。　嬉しいならブヒィと啼いてみればいい
502_02_02_071_02|ちなみに今の会話も録音している。　せっかくだから士道の大好きな妹のところへ転送しておく
502_02_02_072_02|兄のこんな憐れな声を聞いたら、妹はどう思う？　泣いて喜ぶかも？
502_02_02_073_02|送ってほしくないというの？
502_02_02_074_02|本当に送ってほしくないの？
502_02_02_075_02|……そこまでいうなら、わかった
502_02_02_076_02|じゃあ、送信……よし
502_02_02_077_02|……まさか、士道は男色だったの？　でも、夢に見たということは深層意識が求めているということ。　士道が真性であることが今、証明された
502_02_02_078_02|何ということ。　私との関係は偽装だったというの？
502_02_02_079_02|たった今、士道の残念ポエムをハート付きの便箋に入れて　殿町家のポストに投函するという遊びを思いついた
502_02_02_080_02|本気かどうかは、これからの士道の態度にかかっている
502_02_02_081_02|とりあえず士道には矯正が必要
502_02_02_082_02|そう。士道には意識が足りない。　だから変な夢を見る
502_02_02_083_02|そんなことはない。普段から心がけていれば　見る夢くらい操れる
502_02_02_084_02|そう。　だからこれから、健やかな夢を見られるよう訓練する
502_02_02_085_02|まずは『私は変態です』と十回唱えて
502_02_02_086_02|いいからやって。さもなければ今後の人生を　愉快な男色家のレッテルを背負って生きることになる
502_02_02_087_02|なかなかいい。次は『鳶一折紙』を十回。　深層意識に刷り込むように心を込めて
502_02_02_088_02|では、ここは？
502_02_02_089_02|ふざけないで
502_02_02_090_02|続ける。最後に『私は折紙のいけない姿を妄想し、あんなことや　こんなことをしてしまう夢を毎日見ては、だらしない顔で枕を汚　すド変態です』を十回
502_03_02_001_02|あの……プロデューサー……
502_03_02_002_02|プロデューサー、疲れている……？
502_03_02_003_02|そうなの？
502_03_02_004_02|あ、あの……プロデューサー。　その……
502_03_02_005_02|いえ……ただ。　私、本当にアイドルになれる？
502_03_02_006_02|……う、うん。だけど……そうじゃなくて。　何ていうか、その。今よりもっと、みんなに注目されて　若い子の憧れみたいな存在に
502_03_02_007_02|……夢みたいな話
502_03_02_008_02|うん
502_03_02_009_02|うん……。　プロデューサー。きっと私を連れて行って。　輝くあのステージへ
502_03_02_010_02|うん。……あ
502_03_02_011_02|あの……プロデューサー。　この衣装……
502_03_02_012_02|いいえ。　でも、この衣装……商店街で歌うには少し派手すぎない？
502_03_02_013_02|しど……プロデューサーは……　あの衣装がいいの？
502_03_02_014_02|そう。なら、いい。　あれを着て、頑張る
502_03_02_015_02|どうしたの、プロデューサー
502_03_02_016_02|たくさんの人に聴いてもらえるようにするには　どうしたらいい？
502_03_02_017_02|笑う……私にはとても難しい
502_03_02_018_02|したい
502_03_02_019_02|有名になって、プロデューサーとの怪しい関係を　写真誌にすっぱ抜かれて電撃入籍したい
502_03_02_020_02|どうすれば笑顔が柔らかくなる？
502_03_02_021_02|楽しい……こと？
502_03_02_022_02|分かった。やってみる
502_03_02_023_02|はぁはぁ……
502_03_02_024_02|士道……こんなところで……いけない。　……あん
502_03_02_025_02|どうしたの、プロデューサー？
502_03_02_026_02|別に。　私が楽しいと思うことを想像していた
502_03_02_027_02|実にエキサイティングだった
502_03_02_028_02|概念としては知っている気がする
502_03_02_029_02|分かった。試してみる
502_03_02_030_02|分かった
502_03_02_031_02|……どう？
502_03_02_032_02|笑っていた
502_03_02_033_02|そんなことはない。　気持ちの上では二千ワットさわやかスマイルだった
502_03_02_034_02|造作もない
502_03_02_035_02|きわめて破顔している
502_03_02_036_02|これでは、まずいの？
502_03_02_037_02|大丈夫。問題ない
502_03_02_038_02|こ、こう？　プロデューサー？
502_03_02_039_02|どうすればいい？
502_03_02_040_02|実はある。とっておきのが
502_03_02_041_02|分かった。少し恥ずかしいけど……　見ていて
502_03_02_042_02|得意なポーズ……
502_03_02_043_02|私としても恥ずかしい……。　けど、プロデューサーの指示ならやってみせる
502_03_02_044_02|駄目だった？
502_03_02_045_02|あるにはあるけど、今のが一番健全
502_03_02_046_02|そう。分かった
502_03_02_047_02|言葉遣いを変えるの？
502_03_02_048_02|こうでごわすか。　分かったでごわす
502_03_02_049_02|かわいくないでごわす？
502_03_02_050_02|そんなもんでごわすか
502_03_02_051_02|み、みなさん。　今日はお集まりくださりありがとうでごわす……
502_03_02_052_02|お、おす。ごっつぁんです
502_03_02_053_02|ロックの心？
502_03_02_054_02|了解した。　これからは免許もないのにバイク雑誌をやたら読む
502_03_02_055_02|修学旅行で木刀を買う
502_03_02_056_02|制服の下に赤とか紫のＴシャツを着る
502_03_02_057_02|ポケットにバターナイフを忍ばせる
502_03_02_058_02|これでブレイク間違いなし？
502_03_02_059_02|やはり……では、あの手段を使うしかない
502_03_02_060_02|プロデューサーとホテルに入る場面を抑えた画像。　画像編集ソフトで捏造した。　これはワルい。話題性抜群
502_03_02_061_02|既成事実も作れるのに。　寿引退への伏線にもなる
502_03_02_062_02|はっきり言われると傷つく
502_03_02_063_02|しかし困ってしまった。　それでは、地道にやるしか方法がなくなる
502_03_02_064_02|そう。ではストリートライブをしてくる
502_03_02_065_02|はい。プロデューサー
502_04_02_001_02|こんにちは
502_04_02_002_02|どうぞ。この神社は除災招福、商売繁盛、交通安全、安産祈願、　悪霊退散、怨敵呪殺など、さまざまなご利益がある
502_04_02_003_02|もちろん、合格祈願にも効果絶大
502_04_02_004_02|そうだと思っていた
502_04_02_005_02|顔を見れば分かる
502_04_02_006_02|それに、この時期うちの神社には　合格祈願に来るお客さんがとても多い
502_04_02_007_02|それに私はあなたが来るのを待っていた、五河士道
502_04_02_008_02|……？　そう言えば名乗っていなかった。　私は鳶一折紙。この神社の巫女
502_04_02_009_02|単に去年お参りに来た時、　あなたが絵馬に名前を書いていただけ
502_04_02_010_02|その時に見かけて、　目をつけていたから
502_04_02_011_02|もちろん性的な意味
502_04_02_012_02|また会えるように、次の年もお参りに来るよう　私がお願いしておいた
502_04_02_013_02|そうかもしれない。そうでないかもしれない
502_04_02_014_02|慌てることはない。　今年はそのため、特別なお参りを案内する
502_04_02_015_02|そう。五河士道特別コース
502_04_02_016_02|このお参りはご利益抜群。現に私の願いは見事に成就した。　今、こうしてあなたと会えている
502_04_02_017_02|残念ながら、特別コースでないと　確実な合格を期すことは不可能と言わざるを得ない
502_04_02_018_02|既に私が来年も会えるように　お参りをしてしまっている
502_04_02_019_02|どうしても合格したいなら、特別コースでお参りして　私の願いを上書きすべき
502_04_02_020_02|祈願すれば合格間違いなし。　これまで特別コースでお参りした人の合格率は　脅威の百パーセント
502_04_02_021_02|神に誓う
502_04_02_022_02|では、合格祈願コースのお参りをするということでよい？
502_04_02_023_02|なにか……？
502_04_02_024_02|心配はいらない。私の言うとおりにやれば問題ない
502_04_02_025_02|大丈夫。そのようなことはない。　特別コースと言っても完全無料。誰でもすぐにできる。　ただ、お参りの仕方が通常とちょっと違うだけ
502_04_02_026_02|やる？
502_04_02_027_02|どうする？
502_04_02_028_02|特別コースで？
502_04_02_029_02|ではさっそくお参りをしてもらう
502_04_02_030_02|まずは人差し指を立てて、手を頭にのせる
502_04_02_031_02|なかなかいい。　次は両足を開脚
502_04_02_032_02|違う。もう少しガニ股気味に。　ズボンのチャックも開いた方がいい
502_04_02_033_02|そう。そして白目を向いて舌を出す。　そのままオポッサム！　オポッサム！などの　奇声を上げながら全力で境内を三周する
502_04_02_034_02|もちろんジョーク
502_04_02_035_02|神道にはユーモアが大事。　菅原道真公もそう言っていた
502_04_02_036_02|さて。冗談はさておき……
502_04_02_037_02|合格祈願のお参りには、まず目を閉じてもらう必要がある
502_04_02_038_02|恐れていては願いは成就しない。勇気を出して
502_04_02_039_02|では、少しそのままでいて
502_04_02_040_02|そのまま、動かないで
502_04_02_041_02|おしまい。もう目を開けて大丈夫
502_04_02_042_02|ちょっとしたおまじない。　それ以上は、ひみつ。　知ると効果がなくなってしまう
502_04_02_043_02|そう。これでお参りは終わり。　ただし……
502_04_02_044_02|あなたが望むならば、このあと人気のない本殿の裏で　朝まで超特別コースのお参りを実施してもかまわない
502_04_02_045_02|そう。それは残念。　けれど、無理強いはしない
502_04_02_046_02|少し待って
502_04_02_047_02|受験、頑張ってね
502_04_02_048_02|そう。それはよかった
502_04_02_049_02|そう。それは残念
502_04_02_050_02|待って。　せっかくだから、おみくじを引いていってはどう？
502_04_02_051_02|そう。それで来年の運勢を占うことができる
502_04_02_052_02|そのような後ろ向きな思考では受かるものも受からない
502_04_02_053_02|もし運勢が悪くても、今それを知ることができれば　対策を練ることができる。損はない
502_04_02_054_02|では、そこの箱を手にとって引いてみて
502_04_02_055_02|どうぞ。振ると棒が出てくるから　そこに書いてある文字を読み上げてみて
502_04_02_056_02|おめでとう。たわしが当たりました
502_04_02_057_02|はい、たわし
502_04_02_058_02|慌てないで。たわしをよく見て
502_04_02_059_02|紙を開いて。あなたの運勢が書いてある
502_04_02_060_02|この神社のしきたり。気にしてはいけない
502_04_02_061_02|おめでとう
502_04_02_062_02|それはよかった
502_04_02_063_02|当神社はいつでもお待ちしている。　来年もぜひ当神社へ
502_04_02_064_02|また来年、会えるのを楽しみにしている
602_11_02_001_02|士道……おはよう
602_11_02_002_02|そんなことはない。今来たところ
602_11_02_003_02|……どうしてわかったの？
602_11_02_004_02|小鳩と戯れていた。大したことはない
602_11_02_005_02|構わない。小鳩は可愛い
602_11_02_006_02|問題ない
602_11_02_007_02|……士道、今日はどこへ行くの？
602_11_02_008_02|わかった
602_11_02_009_02|……ここ？
602_11_02_010_02|それは駄目。入り口の近くの方がいい。　……何かあったときの保険になる
602_11_02_011_02|気にしないで。いつもの癖
602_11_02_012_02|了解した
602_11_02_013_02|士道と同じでいい
602_11_02_014_02|……
602_11_02_015_02|あまり。一人では滅多に来ない
602_11_02_016_02|士道はよく来るの？
602_11_02_017_02|でも、先ほど士道は財布の中身を確認していた。　その際、この店のクーポンが入っていた
602_11_02_018_02|一人では来ない、ということは　誰かと来ているということ？
602_11_02_019_02|……そう
602_11_02_020_02|食べ物に好き嫌いは特にない。順番も特に気にしていない。　バランスよく摂取している。あとは気分の問題
602_11_02_021_02|摂取するカロリーや栄養素は適量を維持している。　運動も適度に行なっているし、ダイエットの必要はない
602_11_02_022_02|それは私の身体に女性的なふくよかさが　足りないと指摘しているの？
602_11_02_023_02|……そう
602_11_02_024_02|何？
602_11_02_025_02|……何の話？
602_11_02_026_02|ここでゲームをするの？
602_11_02_027_02|士道の好きにしていい
602_11_02_028_02|……わかった
602_11_02_029_02|好感度？
602_11_02_030_02|……そう
602_11_02_031_02|士道……それは楽しい？
602_11_02_032_02|私とのデートは楽しくない？
602_11_02_033_02|勉強のため……？　現実のデートに活用できる何らかの情報が、　そのゲームの中にはあるということ？
602_11_02_034_02|……そう
602_11_02_035_02|それで……このあとはどこへ行くの？　まだ何も決めていなかったはず
602_11_02_036_02|構わない
602_11_02_037_02|……
602_11_02_038_02|臨時休館日と書かれている
602_11_02_039_02|……大丈夫。観たい映画があったわけではないから
602_11_02_040_02|構わない。　それより、これからどうするの？
602_11_02_041_02|特にないなら、私から提案がある
602_11_02_042_02|ついて来て
602_11_02_043_02|……ついた
602_11_02_044_02|今日は久し振りに日差しも暖かいし、風も気持ちいい
602_11_02_045_02|静かだし、落ち着ける
602_11_02_046_02|しばらくここにいても、いい？
602_11_02_047_02|……
602_11_02_048_02|……別に好きというわけではない
602_11_02_049_02|正直、場所は関係ない
602_11_02_050_02|違う。大事なのは、士道と一緒にいること
602_11_02_051_02|士道と一緒なら、どこでも楽しい。　どこでも好きになれる
602_11_02_052_02|でも……ここを選んだのには理由がある。　ここならば、ゆっくり士道を見ていられるから
602_11_02_053_02|それ以上のことも、できる
602_11_02_054_02|では、ベンチに座る？
602_11_02_055_02|なんなら、私の膝を枕にしても構わない
602_11_02_056_02|……そう
602_11_02_057_02|構わない
602_11_02_058_02|クレーンゲーム……
602_11_02_059_02|士道からのプレゼント……嬉しい
602_11_02_060_02|……どれでも構わない。士道がくれるなら
602_11_02_061_02|士道……向こうのキーホルダーでもいい？
602_11_02_062_02|……士道？
602_11_02_063_02|嬉しい。士道が私のために頑張ってくれたものだから
602_11_02_064_02|でも……二つはいらない
602_11_02_065_02|一つは士道が持っていて
602_11_02_066_02|私も同じところにつける。　それでお揃い
602_11_02_067_02|何、士道？
602_11_02_068_02|……どうして？
602_11_02_069_02|士道が何を言っているかわからない
602_11_02_070_02|士道……こっちに来て
602_11_02_071_02|いいから
602_11_02_072_02|……手を、貸して
602_11_02_073_02|……士道は、そんなことを心配する必要はない
602_11_02_074_02|……わからない？　私の心臓はこんなに激しく動悸している
602_11_02_075_02|そう。私は士道と一緒にいるだけで、　こんなにドキドキしている
602_11_02_076_02|ちゃんと感じて欲しい。　私は、士道といるだけで――こんなにも嬉しいと感じている
602_11_02_077_02|私は、言葉や表情で感情を表現できないかもしれない。　でも、これならわかるはず。士道……私を、感じて？
602_11_02_078_02|士道……わかる？
602_11_02_079_02|私の心臓はこんなにも早く、鼓動を刻んでいる
602_11_02_080_02|構わない
602_11_02_081_02|もっと、しっかり触れてくれていい
602_11_02_082_02|熱い。士道の手……とても
602_11_02_083_02|士道……もっと、もっと触れて
602_11_02_084_02|士道……？
602_11_02_085_02|私は構わない
602_11_02_086_02|あ……
602_11_02_087_02|士道……
602_11_02_088_02|私は士道の恋人。　だから、士道は私に遠慮することはない
602_11_02_089_02|どうして？　士道は私のことが好きではないの？　私と交際するのは嫌ということ？
602_11_02_090_02|では、私の胸部に不満が……
602_11_02_091_02|ならどうして？　私は、私のことをもっと士道に知ってほしい。　もっと近くで……私のことを感じてほしいと思っている
602_11_02_092_02|健全ではない？　士道は、私に触れたくないということ？
602_11_02_093_02|なら、どうして駄目なの？　私は士道になら、どこを触られても、どんなことをされても平気
602_11_02_094_02|同じように士道の身体なら、いつでも触れていたい。　士道のすべてを感じていたい
602_11_02_095_02|士道は違うの？
602_11_02_096_02|どういうこと？
602_11_02_097_02|つまりどういうこと？
602_11_02_098_02|背徳感に興奮を覚えてしまうということ？
602_11_02_099_02|では、士道は私に性的な興奮を覚えない？　だから私は……士道の恋人になる資格がない？
602_11_02_100_02|私は別に構わない。　年頃の男性なら普通の感覚。それが士道なら、私は嬉しい
602_11_02_101_02|……士道？
602_11_02_102_02|……そう
602_11_02_103_02|……そんなことはない。私もそう思う
602_11_02_104_02|つまり、私たちの行為を誰にも見られたくないということ。　こんな行きがかりの道端ではなく、二人きりの密室で……　ねっとりと私の身体を弄びたい……あってる？
602_11_02_105_02|……今のは冗談。わかっている
602_11_02_106_02|士道の貞操観念はとても固い
602_11_02_107_02|そうかもしれない
602_11_02_108_02|そう言ってくれて、とても嬉しい。　私もできるだけ士道の要望にそえるように頑張る
602_11_02_109_02|……わかった。今日のところはこれで終わり
602_11_02_110_02|大丈夫。その必要はない。　士道と私の家は逆方向だから、士道に無駄な労力をかけてしまう
602_11_02_111_02|問題ない。では士道、また明日
602_11_02_112_02|……士道
602_11_02_113_02|これだけは忘れないで。　私は士道と一緒にいれるなら、それだけでいい
602_11_02_114_02|……それだけ。では、また
602_11_02_115_02|さようなら、士道
602_12_02_001_02|……はぁ…………はぁ……
602_12_02_002_02|な、なんでもない
602_12_02_003_02|大丈夫。たいしたことはない
602_12_02_004_02|問題ない。これは……ちょっとした発作のようなもの
602_12_02_005_02|放課後まであと少し……それまで耐えれば、大丈夫
602_12_02_006_02|無理なんてしていない。むしろ授業中は　士道と一緒にいた方がいい
602_12_02_007_02|了解した……
602_12_02_008_02|チャイムが鳴った。授業が始まる
602_12_02_009_02|……はぁ……はぁ……ふぅ……
602_12_02_010_02|も、もう限界が近い……
602_12_02_011_02|歩ける……。はぁ……はぁ……
602_12_02_012_02|……はぁ……はぁ……
602_12_02_013_02|……意識が遠のいてきた
602_12_02_014_02|違う……これは……保健室では治らない
602_12_02_015_02|大丈夫。そろそろ……他の生徒も周りにいなくなった。　ようやく発作を治めることができる
602_12_02_016_02|治まる。士道が体操着を貸してくれれば
602_12_02_017_02|そう。体操着を貸して
602_12_02_018_02|士道のにおいを嗅ぐため
602_12_02_019_02|どうしたの？
602_12_02_020_02|今日は士道分が足りていない。　休み時間にロッカーを漁ったときに　体操着が見つからなかった
602_12_02_021_02|今は日課
602_12_02_022_02|それで今日は力がでない……
602_12_02_023_02|では、洗濯が終わったらすぐ渡して欲しい。　そうしなければ生きられない
602_12_02_024_02|士道に夜な夜な調教された結果
602_12_02_025_02|……そういうわけで、士道の家に行くことに決定した
602_12_02_026_02|別に士道のにおいがついているものならなんでも構わない
602_12_02_027_02|そういうもの。だから士道、早く。　禁断症状が出てしまう
602_12_02_028_02|……さすが士道、私の彼氏……
602_12_02_029_02|……すー、はー
602_12_02_030_02|士道不足には、この部屋の空気だけでも嬉しい
602_12_02_031_02|おかげで少し落ち着いた。　でもまだ圧倒的に士道成分が足りない
602_12_02_032_02|やはり体操着が一番慣れている
602_12_02_033_02|どういうこと？
602_12_02_034_02|そもそも世間一般で、体操着のにおいを嗅ぎたがる女子は　極めて少数。だから、その解は難しい問題
602_12_02_035_02|でも、私は士道の彼女。嗅ぐ権利がある
602_12_02_036_02|……士道の手洗い……！
602_12_02_037_02|でも干すときと畳んだときには触れている
602_12_02_038_02|なら、ここで一度着て
602_12_02_039_02|士道の脱ぎたてがいい
602_12_02_040_02|とにかく、早く体操着を着て
602_12_02_041_02|どういうこと？
602_12_02_042_02|その提案が、士道の口から出るとは思わなかった
602_12_02_043_02|……士道
602_12_02_044_02|私としては願ってもないこと。でも……
602_12_02_045_02|……唐突で少し混乱している
602_12_02_046_02|なら、遠慮はしない
602_12_02_047_02|……士道
602_12_02_048_02|……とても、いい
602_12_02_049_02|士道に包まれているような感覚……どこか温かい
602_12_02_050_02|士道の胸……とてもたくましい。　ずっとこうしていたくなる……
602_12_02_051_02|……士道
602_12_02_052_02|もうしばらく、こうしていたい
602_12_02_053_02|士道……少し、苦しい……
602_12_02_054_02|ん……でも、いい。このまま……
602_12_02_055_02|そう。では……別の案を実行するしかない
602_12_02_056_02|直接、士道から嗅ぐ
602_12_02_057_02|こうする
602_12_02_058_02|やはり落ち着く。……士道を、感じる
602_12_02_059_02|士道の身体……あたたかい
602_12_02_060_02|もう少し……このまま
602_12_02_061_02|ずっと、こうしていたい
602_12_02_062_02|……すぅー……
602_12_02_063_02|すぅー、すぅー
602_12_02_064_02|そろそろ士道の息をもらうタイミング
602_12_02_065_02|ふぅーーーー
602_12_02_066_02|すぅーーーー
602_12_02_067_02|はぁーーーー
602_12_02_068_02|すぅー
602_12_02_069_02|満足。堪能した
602_12_02_070_02|これで今日も生き延びることができる
602_12_02_071_02|そこまでではないにせよ、健康を維持するためには　日々の士道成分が必要不可欠
602_12_02_072_02|これでようやく普段の調子を取り戻せる
602_12_02_073_02|……士道、ありがとう。　おかげで助かった
602_12_02_074_02|次回に期待してもいいということ？
602_12_02_075_02|では、そうする
602_12_02_076_02|嬉しい
602_12_02_080_02|士道
602_12_02_081_02|普通に入り口の扉から。　士道が私の体操着であんなことやこんなことをするのを　観察しようと思って、教室の外で様子を覗っていた
602_12_02_082_02|士道。私の体操着を嗅いでくれないの？
602_12_02_083_02|そう。わかった……
602_12_02_084_02|士道はもはや、体操着では満足できないということ
602_12_02_085_02|でも、体操着の上をいくものと言ったら……
602_12_02_086_02|それは駄目。お礼は必要
602_12_02_087_02|……っ、士道……今、なんて……？
602_12_02_088_02|わかった……。私も、士道とずっと一緒にいたい。　士道が私の恋人であることが、私にとっても最も嬉しいこと
602_12_02_089_02|……うん
602_12_02_090_02|士道……今日も士道の家に行っていい？　……匂いを嗅ぎに
602_13_02_008_02|本当に、するの……？　誰か来たら……
602_13_02_010_02|こんなに長いの……入るの？
602_13_02_012_02|上に乗るの……？　怖い……
602_13_02_014_02|先の方が熱くなっている
602_13_02_016_02|入れる。いい？
602_13_02_018_02|……入った
602_13_02_020_02|まったく痛みはない。　思っていたより、簡単にはまった
602_13_02_021_02|でも、本当にやってよかったの？
602_13_02_023_02|士道と……。　士道とも……いずれしてみたい
602_13_02_025_02|……士道？
602_13_02_029_02|蛍光灯の交換。椅子の上に乗って
602_13_02_031_02|蛍光灯は発熱する。面倒でも電気を消すべき
602_13_02_033_02|いい経験になった
602_13_02_036_02|訊かれたことに応えただけ
602_13_02_038_02|……多少、私の願望を加味して　話をアレンジしたかもしれない
602_13_02_041_02|そう。先生からもちゃんと頼まれている
602_13_02_045_02|わかった。　……でも、その前に一つ提案がある
602_13_02_046_02|戻っても、次の授業はどうせ自習
602_13_02_047_02|それなら、士道。このまま保健室にいた方がいい
602_13_02_048_02|次の授業が自習な以上、サボりではない
602_13_02_049_02|少し、士道とゆっくり話をしたい……駄目？
602_13_02_050_02|とりあえず、コーヒーでもいれる？
602_13_02_051_02|インスタントがある。お湯はポットから拝借する。　水を足しておけばまた沸くから問題ない
602_13_02_052_02|味は変わらないと思う。士道は嫌？
602_13_02_053_02|そうかもしれない。他に代用できそうなものといえば、　洗面器になる
602_13_02_054_02|……できた
602_13_02_055_02|いろいろなものが置いてある
602_13_02_056_02|士道。身体測定は可能
602_13_02_057_02|百七十センチ
602_13_02_058_02|……百．五キロ
602_13_02_059_02|乗っけていない
602_13_02_060_02|……それはできない。規定で禁止されている
602_13_02_061_02|次は何をする？　座高も測定する？
602_13_02_062_02|士道……大胆
602_13_02_063_02|士道がベッドに入るって言うから……
602_13_02_064_02|人気のない部屋。整えられたベッド。　そこにいる男女。状況から考えて実に違和感のない体勢
602_13_02_065_02|士道……
602_13_02_066_02|士道……また、前みたいに　士道のにおいを嗅いでも、いい？
602_13_02_067_02|今日はこのままがいい
602_13_02_068_02|……こう？
602_13_02_069_02|……ではこっち？
602_13_02_070_02|……では、こう？
602_13_02_071_02|なかなか収まりのいい場所が見つからない
602_13_02_072_02|そうはいかない。　既に私の身体には火が点いてしまっている。　士道には責任をとってもらわないといけない
602_13_02_073_02|…………
602_13_02_074_02|今は授業中。教室から離れたこの場所には　誰も来ない。観念して
602_13_02_075_02|士道
602_13_02_076_02|士道は見られるのが好み？
602_13_02_077_02|では、本当に誰か来たらどうするつもりだったの？
602_13_02_078_02|実を言うと、さっきから緊張で腰が抜けて動けない
602_13_02_079_02|この体勢でベッドにいる姿を目撃されていた
602_13_02_080_02|それは冗談
602_13_02_081_02|士道が無理やりにすれば私は離れざるをえない
602_13_02_083_02|士道……狭い
602_13_02_084_02|そう言われても難しい
602_13_02_085_02|士道……静かにしないと見つかる
602_13_02_086_02|スリルに満ちた体験だった
