Ri03_06_001|は……はいっ！　し、士道さんが無事で、よかった……です
603_13_03_040_03|だから、こうして……気になっていた星を、ゆっくり　見られるようになって……士道さんに、感謝、してます……
603_13_03_042_03|よ、よしのんっ……！
603_13_03_043_03|あ、謝らないで、下さい……！　士道さんが悪かったことなんて、一つも、ない……ですから
603_13_03_044_03|は、はい……
603_13_03_045_03|…………
603_13_03_046_03|す、すみません……何を……話したら、いいか……
603_13_03_050_03|ご、ごめんなさい……
603_13_03_052_03|知らなくても……いつも、星……綺麗だって、　思っていました……
603_13_03_053_03|だから、やっぱり……星を見るの……　好きなんだと、思います……
603_13_03_054_03|あ、はい。私も……少し、調べてみたい、です
603_13_03_055_03|プラネタリウム……ですか？
603_13_03_056_03|あの、テレビで……見たことが、あります。　……人が、沢山……居ました
603_13_03_057_03|えっと……士道さんと、一緒なら……そのうち、　行ってみたい、です
603_13_03_058_03|はい。だけど……ここから見える、空も……　星、沢山で……凄く、綺麗です……
603_13_03_059_03|士道さんは……もっと凄い星空を見たことは、　ありますか……？
603_13_03_061_03|そうなんですか……？
603_13_03_063_03|わ、私なら……それでも、大丈夫です……！
603_13_03_064_03|ふふふ、楽しみに……してます
603_13_03_066_03|わ、私……待ちます。　士道さんなら、きっと……約束を守ってくれるって、　信じてますから
603_13_03_067_03|……ふふ、あったかい、です……
603_13_03_068_03|……あの、士道さん。何か、お話……してくれませんか？　その、学校で行ったプラネタリウムで　どんなこと、聞いたんですか……？
603_13_03_069_03|はい、士道さんのお話……聞きたいです……
603_13_03_070_03|……はくちょう座？　それって、天の川のお話……ですか？
603_13_03_072_03|他に、何か覚えてますか……？
603_13_03_074_03|……それ、見てみたい、です
603_13_03_076_03|…次が楽しみ、です
603_13_03_077_03|ん……すぅ……
603_13_03_078_03|……士道……さん……
603_14_03_029_03|あ、あの……士道、さん……お話って、なんですか？
603_14_03_031_03|えっ……！？　そ、それって……その、士道さん……
603_14_03_033_03|今、ですか……？
603_14_03_034_03|え、えっと……それは……
603_14_03_036_03|あ、それは……その……
603_14_03_037_03|……士道、さん……
603_14_03_038_03|……あの、その……
603_14_03_040_03|よ、よしのんっ……！？
603_14_03_042_03|は、はい……か、関係……して、ます……
603_14_03_043_03|そ、それは……その……は、恥ずかしい、です……
603_14_03_046_03|は、恥ずかしい、こと、ですけど……その、士道さんは、　どうして私が悩んでるって……思ったんです、か……？
603_14_03_047_03|……あの、その……わ、笑わないで、くださいね……
603_14_03_048_03|……ほ、本当に……士道さんには、　つまらないこと……だと、思うんです、けど……
603_14_03_049_03|わ、私……小さい、ですから……
603_14_03_050_03|え、あの……
603_14_03_052_03|き、気にするようなこと……です……！　わ、私……真剣に、悩んで……！？
603_14_03_054_03|……あの。士道さんは、気にならなかったんですか……？
603_14_03_055_03|……そうなん、ですか……？
603_14_03_057_03|あ、あの……その……
603_14_03_060_03|い、言わなくて、いいから……！　似合わなかったから、言って、なかった……のに……
603_14_03_062_03|や、やだ……恥ずかしい……です
603_14_03_063_03|だけど……士道さんが、どうしても、　見たいって言うなら……その……
603_14_03_064_03|……っ！　よ、よくない……です、か？
603_14_03_066_03|我慢、なんて――
603_14_03_067_03|あ……だけど、それは……私が、したいから。　してる、だけです……
603_14_03_068_03|……本当に、私が子供っぽくても、いいんですか……？　士道さんは……そんな私を、好きといってくれます、か？
603_14_03_069_03|えっ……？
603_14_03_071_03|でも、その……大人みたいになりたい、と……　思うのは、確かです……
603_14_03_073_03|うん……。　でも、その……大人みたいになりたい、と……　思うのは、確かです……
603_14_03_074_03|だけど……士道さんが、恥ずかしくないっていうなら……　その……ゆっくりでも……良い、ですか？
603_14_03_075_03|一緒に、デートに行って……コーヒーとかじゃなくて、　パフェとか、食べたり……ジュースを飲んだり
603_14_03_076_03|服とかじゃなくて、ぬいぐるみを、見たり……　そんな私でも……一緒にいて……いいんです、よね……？
603_14_03_077_03|士道、さん……
603_14_03_078_03|……はい……私、も……士道さんと、一緒にいたい、です。　ゆっくりでも……歩いて、行きたいです……！
603_14_03_080_03|……ん、そう……かな？　そうだと……嬉しいな
603_14_03_084_03|……あ、あの……ありがとう、ございます
603_14_03_085_03|士道さんは、今のままで……大丈夫です、よ？
603_14_03_086_03|そう、です……
603_14_03_087_03|あ、あの……士道、さん……お願い、していいですか？
603_14_03_088_03|……かがんで、目を……閉じて、貰えますか？
603_14_03_089_03|……んっ
603_14_03_090_03|そ、その……今の、私が……私、らしく、　士道さんを好きだって……思って……
603_14_03_091_03|で、出来る、だけ……頑張って、みたんです、けど……　これが、精一杯……で……
603_14_03_092_03|ご、ごめん……なさい……
603_14_03_093_03|あ……
603_14_03_096_03|あ、あの……わ、私からは……まだ、恥ずかしいので……。　その……これが、精一杯、ですけど……
603_14_03_097_03|……士道、さんになら……何を、されても、　大丈夫……ですから
603_14_03_098_03|し、士道さんを、待ってます……
603_14_03_099_03|……あっ
603_18_03_003_03|……なんでも、していいです、よ？
603_18_03_005_03|どうして、ですか……？
603_18_03_007_03|……そのうち、ですか
603_18_03_010_03|……はい、心の準備は……できてます
603_18_03_012_03|あ、あの……今日は、その……　持ってきたものが、あるんです
603_18_03_014_03|あ、あの……こういう、物です
603_18_03_015_03|は、はい……時間はかかっちゃいました、けど……　私が、作ったん、です……
603_18_03_016_03|あ、あの……こっちが……士道、さんで……　こっちが、私……です
603_18_03_018_03|は、はい……得意か、どうかは……分からないです、けど　こういうのを、作るのは……結構好き、です……
603_18_03_019_03|ご、ごめんなさい……勝手に、作ってしまって……
603_18_03_021_03|ご、ごめん、なさい……その
603_18_03_022_03|……ありがとう、ございます
603_18_03_023_03|大丈夫、です。それが、私のわがままだって言うのは、　わかってます、から……
603_18_03_025_03|じ、じゃあ……その、これからも士道さんの、　ぬいぐるみ……大事に、してても、いいですか？
603_18_03_027_03|あ、あの……ちゃんと、手洗い……しないと、　駄目ですけど……でも、本当に、いいんですか……？
603_18_03_030_03|……えっと、それ可愛いと、思います……
603_18_03_031_03|不思議、ですか？
603_18_03_033_03|……こんにちは、士道……さん
603_18_03_034_03|……ふふ、ほんと……不思議、ですね。　士道さんが、私の作ったぬいぐるみを、動かしてて。　なんだか……可愛いです
603_18_03_036_03|そ、そんなにじゃ……な、ないです。　し、士道さんに、会えなくて、寂しい時に、　そっと、側に置いて、寝たりする……くらい、で
603_18_03_039_03|……それじゃあ、今度……お、お泊まり……　しても、いいですか？
603_18_03_042_03|あ、あの……私、もしかしたら……寝相が、良くないかも　しれないから……その時は、ごめんなさい……
603_18_03_043_03|そうなんです、か……？
603_18_03_045_03|が、頑張ります……！
603_18_03_047_03|……あの、添い寝、出来ないんですか……？
603_18_03_049_03|……いつも、一緒に居られて……羨ましい、です。　私も、士道さんの妹……だったら、な……
603_18_03_051_03|あ……！？　……そう、ですね……！
603_18_03_053_03|……士道さん、みんなに……優しい、ですよね
603_18_03_055_03|あの……その、士道さんは、悪くない、です。　ただ、私が、勝手に不安になってる、だけで……
603_18_03_056_03|それも、本当に、勝手なんです。優しいことは、　いいこと……です。それを、心配する、なんて……　よくない、ことです……
603_18_03_057_03|士道さんが、私を……裏切ることなんて、ないって、信じて　いるのに。なのに、独り占め、したくなるときがあって……　ごめん、なさい……
603_18_03_058_03|それは……むしろ、やめないで、下さい……。　士道さんが急に、他の人に冷たくしたら……もっと、悲しい、　です。だから――
603_18_03_060_03|っ……！？
603_18_03_062_03|……し、士道さん……あの……
603_18_03_063_03|……好き、です……
603_18_03_064_03|……これからも、よろしく、おねがいします
603_19_03_012_03|士道、さん……あ、あの……
603_19_03_013_03|……お、お……おめでとう、ございます
603_19_03_014_03|あ、あの。だから……ご結婚、おめでとう……ございます
603_19_03_016_03|よしのんは……私の、大事な……大事な、友達、ですから。　だけど、士道さんなら、幸せにしてくれるって、　信じて……ます……！
603_19_03_018_03|どうか幸せに……なって、下さい……う、うっ……
603_19_03_020_03|士道さん……士道、さん……！
603_19_03_021_03|きゃぁあっ！？
603_19_03_023_03|汗も……びっしょり、です……。　悪い夢でも……見て、ましたか……？
603_19_03_026_03|あ、あの……大丈夫、ですか……？
603_19_03_028_03|……どんな夢、だったんですか？
603_19_03_030_03|えっ……違うんです、か……？
603_19_03_031_03|……そうなん、ですか？
603_19_03_033_03|そ、それは……だ、誰と……だったんですか？
603_19_03_035_03|……いったい、誰と結婚……する、夢だったんですか？
603_19_03_037_03|どうか、しましたか……？
603_19_03_038_03|あ、あの……勝手に、部屋に入ってごめんなさい……
603_19_03_041_03|……そ、そんなこと……ありません。　少し、恥ずかしいです、けど……
603_19_03_044_03|は、はい。あの、士道さん……
603_19_03_045_03|……おはよう、ございます
608_12_21_050_03|あ、あのっ……士道さん
608_12_21_052_03|その……できるかどうか、わかりませんけど……頑張り、ます！
608_12_21_079_03|士道さん、私はここで……
608_13_21_001_03|み、みなさーん……静かにしてくだ、さい！　今日は、転校生を紹介……します！
608_13_21_015_03|あ、あの……。　では或守さんは後ろの席に……あ
608_13_21_020_03|あ、あの……座って、ください……！
608_15_21_020_03|士道さん、あの……
608_21_21_053_03|あのっ……あの、士道さん
608_22_21_003_03|し、士道さん。私もおかずを……作ってきました。　よかったら、食べて……ください
608_22_21_012_03|し、士道さん。私のも、どうぞ……
608_22_21_020_03|よ、よしのん……！　そんなこと言っちゃ……
608_22_21_025_03|あ……
608_22_21_035_03|士道さん……どういうことですか？
608_22_21_049_03|し、士道さん、待ってください
608_32_21_021_03|あの、おはようございます……
608_32_21_024_03|う……あの、その……
608_32_21_025_03|は、はい……頑張ります
608_32_21_027_03|あ、夕弦さんは、あの……まだ……
608_32_21_049_03|ま、鞠亜さん。一緒に、行きましょう。　……お話、しながら
608_33_21_005_03|あの……私もそう、思います……。　士道さんが笑ってくれると……私も嬉しく、　なりますから……
608_33_21_007_03|……え？　あ、そ、その……
608_33_21_009_03|――よしのんっ！
608_33_21_027_03|暗いところ……少し、怖いです……
608_33_21_034_03|……は、はい！　なんとか……大丈夫、です。　でも、士道さん……手を握っても、いいですか？
608_33_21_036_03|ち、違うよ、よしのん……　これは、前がよく見えないからで……
608_33_21_046_03|ひぃぃっ
608_33_21_048_03|士道、さん……？
608_33_21_051_03|……は、はい！
608_33_21_052_03|ここです……
608_33_21_053_03|あの……ごめんなさい。　よしのんがいなくなっちゃって……私、慌てて……
608_33_21_054_03|あ、その……折紙さんがすぐに助けてくれました
608_33_21_058_03|ふぇぇぇ、よしのん……？　よしのん……どこ？
608_33_21_059_03|ふぇ……？
608_33_21_060_03|ああ、よしのん……。　し、士道さん……私、……私……。　怖かった、です……
608_33_21_061_03|うぅ……はい。　ありがとう、ございます……
608_33_21_068_03|士道、さん……？
608_33_21_078_03|あの、士道さん……その、私……
608_33_21_096_03|……ジェットコースターって、　すごいって評判らしいです……
608_34_21_003_03|どきどき……します
608_34_21_005_03|はい……大丈夫、です
608_34_21_022_03|う、うまくできたと思います……
608_34_21_025_03|わ、私も、負けません……！
608_34_21_038_03|あの、琴里さん……一緒に楽しみましょう
608_34_21_047_03|こ、琴里さん……
608_34_21_056_03|……っ……うぅっ！　ひゃあぁぁぁぁぁ！
608_34_21_071_03|し、士道さん。私も……
609_12_21_006_03|そ、それは……褒めているのでしょうか……
609_12_21_020_03|たっ、たまには……私とも……そのっ
609_12_21_041_03|行ってあげて……くだ、さい！
609_15_21_047_03|わ、私も頑張ります！　……安心、してください
609_15_21_049_03|……はいっ。　みんなを守るためなら……。　私にできることを……やりたいんです
609_16_21_039_03|ここは……大丈夫、ですから。　みんなで、この人たちを……食い止めます
609_16_21_042_03|行ってください……士道さん。　私たちを信じてください。　私たちも、士道さんを……信じてますから
609_18_21_002_03|は、はい……　なんとか……
609_18_21_003_03|わ……また来た……！　えいっ！
609_18_21_006_03|氷を……撃っても、　ち、違う場所に飛んでいっちゃいます……
609_18_21_010_03|やっぱり、当たらない……
609_18_21_013_03|ど、どうしましょう……　このままじゃ……
609_18_21_018_03|で、でも、そうしたら、　相手の攻撃が……
609_18_21_021_03|うう……は、はいっ！
609_18_21_024_03|う、動かないで……！
609_18_21_028_03|こ、琴里さんっ！　攻撃、来ます――！
609_18_21_031_03|こ、琴里さん……！
609_18_21_035_03|は、はい！　――〈[氷結傀儡*ザドキエル]〉！
609_18_21_037_03|そのまま……全部凍って！
609_18_21_040_03|お願い……！〈[氷結傀儡*ザドキエル]〉ッ！
609_21_21_053_03|……こ、琴里さん、なんだか急に……
609_21_21_057_03|……信じてます。士道さんなら、きっと
609_21_21_149_03|士道さん！　無事でしたか……！
609_21_21_171_03|琴里さん……わ、私も……頑張ります！　だから……鞠亜さんを……
609_21_21_180_03|鞠亜さん……頑張って……！　〈[氷結傀儡*ザドキエル]〉……！！
901_00_00_036_03|あ……士道さん！　えっと、あの……お買い物に行ってて……
901_00_00_039_03|よ、よしのん……！
901_00_00_044_03|あの、士道さん……これ……！
901_00_00_045_03|し、士道さんなら……美味しい料理を作ってくれますから
901_00_00_046_03|あ、あぅ……
901_00_00_054_03|あ……私は一度マンションの方に帰ります
901_00_00_057_03|よ、よしのん……！？
901_00_00_059_03|士道……さん？　どうしたんですか、急に……
901_00_00_061_03|す、すいません、士道さん……
901_00_00_062_03|は……はいっ！　あとで行きます、ね……？
901_02_01_035_03|凜祢さん……おはようございます。　帰ってきてくれて、嬉しい……です
901_02_01_051_03|あ……私も、帰ります。　みなさん、また後で……。　あの、パーティ……私も楽しみにしてます
901_03_03_001_03|あ……おかえりなさい、士道さん
901_03_03_003_03|あ……あの、駅の方に行って、その……
901_03_03_006_03|あの、士道さんも……良かったら、どうですか？
901_03_03_008_03|とぅるーす・おぶ・とぅるーす？
901_03_03_013_03|士道さんが一緒で嬉しい、です……
901_03_03_014_03|はい！
901_03_03_015_03|はい、良かったです
901_03_03_016_03|は、はい……頑張り、ます……
901_03_03_020_03|はい……！
901_03_03_023_03|……………………
901_03_03_025_03|……え？　あ……す、すみません！
901_03_03_026_03|……はい
901_03_03_028_03|……！　はいっ、見てみたいです！
901_03_03_031_03|はい、本物みたいです……
901_03_03_035_03|え……あ！　確かに、主人公は魔王の呪いを打ち破った、　最後の希望……運命の子と呼ばれていました……。　それはその水晶のおかげ？
901_03_03_038_03|……もう一つの、心臓……
901_03_03_040_03|聖剣……[星屑の序曲*スターダスト・オーバーチェア]……
901_03_03_042_03|わぁ……
901_03_03_044_03|すごい、です……
901_03_03_050_03|……確かに、力を感じるような気がします
901_03_03_051_03|……私の想いで剣が光って……る？
901_03_03_053_03|わぁ……耶倶矢さんの言ってたこと、本当だったんですね
901_03_03_059_03|耶倶矢さんの言った通り……これは本物のレプリカなんですね。　特別な力を持った……
901_03_03_061_03|でも……耶倶矢さんは凄い、ですね。見ただけで、色々なことが　わかるんですから
901_03_03_063_03|耶倶矢さん、尊敬します……！
901_04_01_003_03|え、えっと……わ、わかりません。　ゆ、夕弦さん……こういう時はどう答えたら……？
901_04_01_006_03|え、えぇ……私、どうしたら……
901_04_01_030_03|……よろしく、お願いします。　私こそ……凜祢さんには、お世話になってます
901_04_01_057_03|あ……ありがとうございます
902_01_02_014_03|あの……士道さん、お邪魔します
902_01_02_027_03|本当に……いろいろ、ありますね
902_02_03_003_03|士道さん……奇遇、ですね
902_02_03_004_03|それは、あの……
902_02_03_007_03|し、士道さん……その子……
902_02_03_012_03|はい……
902_02_03_017_03|わぁ……
902_02_03_022_03|どうして、その女の子は士道さんを……　パパって、呼んでいるんですか？
902_02_03_024_03|え……そう、なんですか？
902_02_03_031_03|その……凜緒、さん……その子はうささんじゃなくて……
902_02_03_037_03|そう……です。よしのんは、よしのん！　です
902_02_03_039_03|あう……
902_02_03_052_03|よ、よしのん……変なこと言わないでぇ
902_02_03_058_03|楽しかった、です。さよなら……凜緒さん
900_00_00_020_03|いたく、しないで……ください……
900_00_00_033_03|う、ぇ、ぇぇぇぇ……
900_00_00_035_03|士道、さんの。言うことなら、信じます
900_00_00_232_03|だめ、士道さん！　……よしのんが、見てるから
